[ 06:56:56 ]BEB2 :24 [°C], 76.16 RH, 0.9244 bar
[ 09:05:11 ]CECE :31 [°C], 63.31 RH, 0.9225 bar

[ 09:05:11 ]EEEE :29 [°C], 67.05 RH, 0.9238 bar

[ 09:05:11 ]BEB2 :30 [°C], 63.12 RH, 0.9244 bar

[ 09:05:12 ]CCCC :30 [°C], 60.17 RH, 0.9251 bar

[ 09:05:12 ]DAD1 :30 [°C], 63.65 RH, 0.9238 bar

[ 09:05:14 ]CECE :31 [°C], 63.31 RH, 0.9232 bar

[ 09:05:15 ]CCCC :30 [°C], 60.09 RH, 0.9251 bar

[ 09:05:15 ]EEEE :29 [°C], 67.05 RH, 0.9251 bar

[ 09:05:15 ]BEB2 :30 [°C], 63.12 RH, 0.9238 bar

[ 09:05:15 ]DAD1 :30 [°C], 63.68 RH, 0.9244 bar

[ 09:05:21 ]BEB2 :30 [°C], 63.12 RH, 0.9257 bar

[ 09:05:21 ]CECE :31 [°C], 63.27 RH, 0.9232 bar

[ 09:05:21 ]EEEE :29 [°C], 67.03 RH, 0.9238 bar

[ 09:05:21 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:05:21 ]DAD1 :30 [°C], 63.70 RH, 0.9244 bar

[ 09:05:24 ]EEEE :29 [°C], 67.03 RH, 0.9238 bar

[ 09:05:24 ]BEB2 :30 [°C], 63.12 RH, 0.9244 bar

[ 09:05:24 ]DAD1 :30 [°C], 63.70 RH, 0.9244 bar

[ 09:05:24 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:05:24 ]CECE :31 [°C], 63.27 RH, 0.9232 bar

[ 09:05:27 ]DAD1 :30 [°C], 63.70 RH, 0.9244 bar

[ 09:05:27 ]CECE :31 [°C], 63.27 RH, 0.9225 bar

[ 09:05:27 ]EEEE :29 [°C], 67.00 RH, 0.9238 bar

[ 09:05:27 ]BEB2 :30 [°C], 63.15 RH, 0.9244 bar

[ 09:05:27 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:05:30 ]CECE :31 [°C], 63.27 RH, 0.9225 bar

[ 09:05:30 ]DAD1 :30 [°C], 63.68 RH, 0.9238 bar

[ 09:05:30 ]BEB2 :30 [°C], 63.18 RH, 0.9232 bar

[ 09:05:30 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:05:30 ]EEEE :29 [°C], 67.00 RH, 0.9238 bar

[ 09:05:33 ]CECE :31 [°C], 63.24 RH, 0.9232 bar

[ 09:05:33 ]BEB2 :30 [°C], 63.24 RH, 0.9232 bar

[ 09:05:33 ]DAD1 :30 [°C], 63.65 RH, 0.9238 bar

[ 09:05:33 ]EEEE :29 [°C], 67.00 RH, 0.9238 bar

[ 09:05:33 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:05:36 ]EEEE :29 [°C], 67.03 RH, 0.9238 bar

[ 09:05:36 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:05:36 ]BEB2 :30 [°C], 63.27 RH, 0.9232 bar

[ 09:05:36 ]DAD1 :30 [°C], 63.65 RH, 0.9244 bar

[ 09:05:36 ]CECE :31 [°C], 63.27 RH, 0.9225 bar

[ 09:05:42 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:05:42 ]DAD1 :30 [°C], 63.70 RH, 0.9238 bar

[ 09:05:42 ]CECE :31 [°C], 63.31 RH, 0.9232 bar

[ 09:05:42 ]CCCC :30 [°C], 60.20 RH, 0.9238 bar

[ 09:05:45 ]EEEE :29 [°C], 66.97 RH, 0.9238 bar

[ 09:05:45 ]CECE :31 [°C], 63.31 RH, 0.9232 bar

[ 09:05:45 ]CCCC :30 [°C], 60.26 RH, 0.9251 bar

[ 09:05:45 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:05:45 ]BEB2 :30 [°C], 63.35 RH, 0.9232 bar

[ 09:05:48 ]CCCC :30 [°C], 60.32 RH, 0.9238 bar

[ 09:05:48 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:05:48 ]EEEE :29 [°C], 66.97 RH, 0.9238 bar

[ 09:05:48 ]CECE :31 [°C], 63.33 RH, 0.9225 bar

[ 09:05:48 ]BEB2 :30 [°C], 63.35 RH, 0.9251 bar

[ 09:05:57 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:05:57 ]CECE :31 [°C], 63.36 RH, 0.9225 bar

[ 09:05:57 ]CCCC :30 [°C], 60.26 RH, 0.9251 bar

[ 09:05:57 ]DAD1 :30 [°C], 63.79 RH, 0.9238 bar

[ 09:05:57 ]EEEE :29 [°C], 67.00 RH, 0.9225 bar

[ 09:06:03 ]CECE :31 [°C], 63.39 RH, 0.9232 bar

[ 09:06:03 ]BEB2 :30 [°C], 63.30 RH, 0.9232 bar

[ 09:06:03 ]CCCC :30 [°C], 60.20 RH, 0.9238 bar

[ 09:06:03 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 09:06:03 ]EEEE :29 [°C], 67.00 RH, 0.9232 bar

[ 09:06:09 ]CCCC :30 [°C], 60.20 RH, 0.9238 bar

[ 09:06:09 ]CECE :31 [°C], 63.39 RH, 0.9244 bar

[ 09:06:09 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 09:06:09 ]EEEE :29 [°C], 67.00 RH, 0.9238 bar

[ 09:06:09 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:06:12 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:06:12 ]CECE :31 [°C], 63.39 RH, 0.9232 bar

[ 09:06:12 ]EEEE :29 [°C], 67.00 RH, 0.9238 bar

[ 09:06:12 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:06:12 ]CCCC :30 [°C], 60.23 RH, 0.9238 bar

[ 09:06:15 ]EEEE :29 [°C], 67.00 RH, 0.9238 bar

[ 09:06:15 ]CECE :31 [°C], 63.36 RH, 0.9225 bar

[ 09:06:15 ]CCCC :30 [°C], 60.23 RH, 0.9225 bar

[ 09:06:15 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:06:15 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 09:06:18 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:06:18 ]EEEE :29 [°C], 67.00 RH, 0.9238 bar

[ 09:06:18 ]CECE :31 [°C], 63.36 RH, 0.9225 bar

[ 09:06:18 ]CCCC :30 [°C], 60.23 RH, 0.9238 bar

[ 09:06:18 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:06:21 ]EEEE :29 [°C], 66.94 RH, 0.9238 bar

[ 09:06:21 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:06:21 ]BEB2 :30 [°C], 63.35 RH, 0.9232 bar

[ 09:06:21 ]CECE :31 [°C], 63.36 RH, 0.9232 bar

[ 09:06:21 ]CCCC :30 [°C], 60.23 RH, 0.9238 bar

[ 09:06:24 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:06:24 ]CCCC :30 [°C], 60.26 RH, 0.9238 bar

[ 09:06:24 ]CECE :31 [°C], 63.36 RH, 0.9225 bar

[ 09:06:24 ]BEB2 :30 [°C], 63.38 RH, 0.9232 bar

[ 09:06:24 ]EEEE :29 [°C], 66.94 RH, 0.9238 bar

[ 09:06:27 ]CCCC :30 [°C], 60.29 RH, 0.9238 bar

[ 09:06:27 ]DAD1 :30 [°C], 63.79 RH, 0.9238 bar

[ 09:06:27 ]BEB2 :30 [°C], 63.38 RH, 0.9232 bar

[ 09:06:27 ]EEEE :29 [°C], 66.94 RH, 0.9238 bar

[ 09:06:27 ]CECE :31 [°C], 63.36 RH, 0.9232 bar

[ 09:06:30 ]EEEE :29 [°C], 66.94 RH, 0.9238 bar

[ 09:06:30 ]CECE :31 [°C], 63.36 RH, 0.9244 bar

[ 09:06:30 ]CCCC :30 [°C], 60.35 RH, 0.9238 bar

[ 09:06:30 ]BEB2 :30 [°C], 63.38 RH, 0.9251 bar

[ 09:06:30 ]DAD1 :30 [°C], 63.79 RH, 0.9257 bar

[ 09:06:36 ]CECE :31 [°C], 63.33 RH, 0.9238 bar

[ 09:06:36 ]EEEE :29 [°C], 66.88 RH, 0.9238 bar

[ 09:06:36 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:06:36 ]BEB2 :30 [°C], 63.38 RH, 0.9257 bar

[ 09:06:37 ]CCCC :30 [°C], 60.53 RH, 0.9238 bar

[ 09:06:39 ]CECE :31 [°C], 63.33 RH, 0.9232 bar

[ 09:06:39 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:06:39 ]BEB2 :30 [°C], 63.38 RH, 0.9232 bar

[ 09:06:39 ]EEEE :29 [°C], 66.88 RH, 0.9238 bar

[ 09:06:39 ]CCCC :30 [°C], 60.59 RH, 0.9257 bar

[ 09:06:45 ]CECE :31 [°C], 63.33 RH, 0.9232 bar

[ 09:06:45 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:06:45 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:06:46 ]EEEE :29 [°C], 66.86 RH, 0.9238 bar

[ 09:06:46 ]BEB2 :30 [°C], 63.35 RH, 0.9219 bar

[ 09:06:48 ]CECE :31 [°C], 63.33 RH, 0.9232 bar

[ 09:06:48 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:06:49 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 09:06:49 ]BEB2 :30 [°C], 63.35 RH, 0.9244 bar

[ 09:06:49 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:06:58 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 09:06:58 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:06:58 ]BEB2 :30 [°C], 63.35 RH, 0.9232 bar

[ 09:06:58 ]CECE :31 [°C], 63.39 RH, 0.9232 bar

[ 09:06:58 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:07:04 ]CECE :31 [°C], 63.42 RH, 0.9232 bar

[ 09:07:04 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:07:04 ]BEB2 :30 [°C], 63.35 RH, 0.9244 bar

[ 09:07:04 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:07:04 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:07:07 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 09:07:07 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:07:07 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:07:07 ]BEB2 :30 [°C], 63.38 RH, 0.9238 bar

[ 09:07:07 ]CECE :31 [°C], 63.45 RH, 0.9225 bar

[ 09:07:10 ]CECE :31 [°C], 63.45 RH, 0.9219 bar

[ 09:07:10 ]EEEE :29 [°C], 66.80 RH, 0.9238 bar

[ 09:07:10 ]BEB2 :30 [°C], 63.38 RH, 0.9232 bar

[ 09:07:10 ]CCCC :30 [°C], 60.68 RH, 0.9244 bar

[ 09:07:10 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:07:16 ]CECE :31 [°C], 63.48 RH, 0.9225 bar

[ 09:07:16 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:07:16 ]BEB2 :30 [°C], 63.41 RH, 0.9232 bar

[ 09:07:16 ]EEEE :29 [°C], 66.83 RH, 0.9244 bar

[ 09:07:16 ]DAD1 :30 [°C], 63.82 RH, 0.9232 bar

[ 09:07:22 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:07:22 ]CECE :31 [°C], 63.51 RH, 0.9232 bar

[ 09:07:22 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:07:22 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:07:22 ]BEB2 :30 [°C], 63.44 RH, 0.9238 bar

[ 09:07:28 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 09:07:28 ]BEB2 :30 [°C], 63.44 RH, 0.9232 bar

[ 09:07:28 ]CECE :31 [°C], 63.54 RH, 0.9244 bar

[ 09:07:28 ]EEEE :29 [°C], 66.88 RH, 0.9238 bar

[ 09:07:28 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:07:34 ]CECE :31 [°C], 63.60 RH, 0.9244 bar

[ 09:07:34 ]BEB2 :30 [°C], 63.44 RH, 0.9232 bar

[ 09:07:34 ]EEEE :29 [°C], 66.88 RH, 0.9238 bar

[ 09:07:34 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:07:34 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:07:37 ]CECE :31 [°C], 63.60 RH, 0.9232 bar

[ 09:07:37 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:07:37 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:07:37 ]EEEE :29 [°C], 66.88 RH, 0.9238 bar

[ 09:07:37 ]BEB2 :30 [°C], 63.44 RH, 0.9232 bar

[ 09:07:40 ]CECE :31 [°C], 63.60 RH, 0.9225 bar

[ 09:07:40 ]EEEE :29 [°C], 66.88 RH, 0.9238 bar

[ 09:07:40 ]BEB2 :30 [°C], 63.44 RH, 0.9232 bar

[ 09:07:40 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 09:07:40 ]DAD1 :30 [°C], 63.79 RH, 0.9238 bar

[ 09:07:43 ]CECE :31 [°C], 63.60 RH, 0.9232 bar

[ 09:07:43 ]EEEE :29 [°C], 66.88 RH, 0.9238 bar

[ 09:07:43 ]BEB2 :30 [°C], 63.41 RH, 0.9251 bar

[ 09:07:43 ]DAD1 :30 [°C], 63.79 RH, 0.9232 bar

[ 09:07:43 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 09:07:46 ]EEEE :29 [°C], 66.86 RH, 0.9238 bar

[ 09:07:46 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 09:07:46 ]CECE :31 [°C], 63.60 RH, 0.9232 bar

[ 09:07:46 ]BEB2 :30 [°C], 63.41 RH, 0.9232 bar

[ 09:07:46 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:07:49 ]BEB2 :30 [°C], 63.41 RH, 0.9232 bar

[ 09:07:49 ]CECE :31 [°C], 63.60 RH, 0.9232 bar

[ 09:07:49 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 09:07:49 ]EEEE :29 [°C], 66.83 RH, 0.9244 bar

[ 09:07:49 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:07:52 ]CECE :31 [°C], 63.60 RH, 0.9244 bar

[ 09:07:52 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:07:52 ]BEB2 :30 [°C], 63.41 RH, 0.9232 bar

[ 09:07:52 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:07:52 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 09:07:55 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:07:55 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:07:55 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 09:07:55 ]CECE :31 [°C], 63.63 RH, 0.9225 bar

[ 09:07:55 ]BEB2 :30 [°C], 63.41 RH, 0.9232 bar

[ 09:07:58 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:07:58 ]CECE :31 [°C], 63.60 RH, 0.9244 bar

[ 09:07:58 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:07:58 ]BEB2 :30 [°C], 63.41 RH, 0.9232 bar

[ 09:07:58 ]EEEE :29 [°C], 66.83 RH, 0.9244 bar

[ 09:08:01 ]CECE :31 [°C], 63.63 RH, 0.9225 bar

[ 09:08:01 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:08:01 ]BEB2 :30 [°C], 63.41 RH, 0.9232 bar

[ 09:08:01 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:08:01 ]EEEE :29 [°C], 66.83 RH, 0.9238 bar

[ 09:08:10 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 09:08:10 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 09:08:10 ]BEB2 :30 [°C], 63.44 RH, 0.9232 bar

[ 09:08:10 ]EEEE :29 [°C], 66.80 RH, 0.9238 bar

[ 09:08:10 ]CECE :31 [°C], 63.66 RH, 0.9232 bar

[ 09:08:22 ]CECE :31 [°C], 63.57 RH, 0.9244 bar

[ 09:08:22 ]EEEE :29 [°C], 66.78 RH, 0.9238 bar

[ 09:08:22 ]DAD1 :30 [°C], 63.88 RH, 0.9244 bar

[ 09:08:22 ]BEB2 :30 [°C], 63.44 RH, 0.9232 bar

[ 09:08:23 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 09:08:25 ]EEEE :29 [°C], 66.78 RH, 0.9238 bar

[ 09:08:25 ]BEB2 :30 [°C], 63.44 RH, 0.9251 bar

[ 09:08:25 ]DAD1 :30 [°C], 63.88 RH, 0.9244 bar

[ 09:08:26 ]CECE :31 [°C], 63.57 RH, 0.9225 bar

[ 09:08:26 ]CCCC :30 [°C], 60.68 RH, 0.9251 bar

[ 09:08:28 ]DAD1 :30 [°C], 63.90 RH, 0.9244 bar

[ 09:08:28 ]BEB2 :30 [°C], 63.47 RH, 0.9232 bar

[ 09:08:28 ]EEEE :29 [°C], 66.78 RH, 0.9244 bar

[ 09:08:28 ]CCCC :30 [°C], 60.71 RH, 0.9238 bar

[ 09:08:31 ]CCCC :30 [°C], 60.71 RH, 0.9225 bar

[ 09:08:31 ]CECE :31 [°C], 63.57 RH, 0.9232 bar

[ 09:08:31 ]BEB2 :30 [°C], 63.47 RH, 0.9232 bar

[ 09:08:31 ]DAD1 :30 [°C], 63.90 RH, 0.9244 bar

[ 09:08:32 ]EEEE :29 [°C], 66.72 RH, 0.9238 bar

[ 09:08:34 ]CECE :31 [°C], 63.57 RH, 0.9225 bar

[ 09:08:34 ]CCCC :30 [°C], 60.71 RH, 0.9251 bar

[ 09:08:35 ]EEEE :29 [°C], 66.66 RH, 0.9225 bar

[ 09:08:35 ]BEB2 :30 [°C], 63.47 RH, 0.9232 bar

[ 09:08:35 ]DAD1 :30 [°C], 63.90 RH, 0.9244 bar

[ 09:08:40 ]CECE :31 [°C], 63.63 RH, 0.9232 bar

[ 09:08:40 ]DAD1 :30 [°C], 63.90 RH, 0.9244 bar

[ 09:08:40 ]EEEE :29 [°C], 66.66 RH, 0.9244 bar

[ 09:08:41 ]CCCC :30 [°C], 60.74 RH, 0.9238 bar

[ 09:08:41 ]BEB2 :30 [°C], 63.44 RH, 0.9238 bar

[ 09:08:49 ]CECE :31 [°C], 63.66 RH, 0.9238 bar

[ 09:08:50 ]BEB2 :30 [°C], 63.44 RH, 0.9225 bar

[ 09:08:50 ]DAD1 :30 [°C], 63.85 RH, 0.9244 bar

[ 09:08:50 ]CCCC :30 [°C], 60.74 RH, 0.9225 bar

[ 09:08:50 ]EEEE :29 [°C], 66.60 RH, 0.9225 bar

[ 09:08:53 ]BEB2 :30 [°C], 63.44 RH, 0.9244 bar

[ 09:08:53 ]CECE :31 [°C], 63.66 RH, 0.9232 bar

[ 09:08:53 ]EEEE :29 [°C], 66.57 RH, 0.9238 bar

[ 09:08:53 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:08:53 ]DAD1 :30 [°C], 63.85 RH, 0.9244 bar

[ 09:08:56 ]CCCC :30 [°C], 60.77 RH, 0.9244 bar

[ 09:08:56 ]CECE :31 [°C], 63.66 RH, 0.9232 bar

[ 09:08:56 ]BEB2 :30 [°C], 63.44 RH, 0.9238 bar

[ 09:08:56 ]DAD1 :30 [°C], 63.85 RH, 0.9244 bar

[ 09:08:56 ]EEEE :29 [°C], 66.54 RH, 0.9238 bar

[ 09:08:59 ]EEEE :29 [°C], 66.54 RH, 0.9238 bar

[ 09:08:59 ]DAD1 :30 [°C], 63.85 RH, 0.9244 bar

[ 09:08:59 ]BEB2 :30 [°C], 63.44 RH, 0.9244 bar

[ 09:08:59 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:08:59 ]CECE :31 [°C], 63.66 RH, 0.9232 bar

[ 09:09:02 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:09:02 ]DAD1 :30 [°C], 63.82 RH, 0.9244 bar

[ 09:09:02 ]BEB2 :30 [°C], 63.44 RH, 0.9238 bar

[ 09:09:02 ]EEEE :29 [°C], 66.54 RH, 0.9238 bar

[ 09:09:02 ]CECE :31 [°C], 63.69 RH, 0.9232 bar

[ 09:09:05 ]CECE :31 [°C], 63.72 RH, 0.9232 bar

[ 09:09:05 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 09:09:05 ]BEB2 :30 [°C], 63.41 RH, 0.9251 bar

[ 09:09:05 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:09:08 ]CECE :31 [°C], 63.75 RH, 0.9225 bar

[ 09:09:08 ]BEB2 :30 [°C], 63.41 RH, 0.9244 bar

[ 09:09:08 ]DAD1 :30 [°C], 63.79 RH, 0.9244 bar

[ 09:09:08 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:09:08 ]EEEE :29 [°C], 66.54 RH, 0.9238 bar

[ 09:09:11 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:09:11 ]EEEE :29 [°C], 66.57 RH, 0.9238 bar

[ 09:09:11 ]DAD1 :30 [°C], 63.79 RH, 0.9251 bar

[ 09:09:11 ]CECE :31 [°C], 63.75 RH, 0.9232 bar

[ 09:09:11 ]BEB2 :30 [°C], 63.38 RH, 0.9244 bar

[ 09:09:14 ]CECE :31 [°C], 63.75 RH, 0.9232 bar

[ 09:09:14 ]DAD1 :30 [°C], 63.73 RH, 0.9238 bar

[ 09:09:14 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:09:14 ]BEB2 :30 [°C], 63.38 RH, 0.9232 bar

[ 09:09:14 ]EEEE :29 [°C], 66.57 RH, 0.9238 bar

[ 09:09:26 ]CECE :31 [°C], 63.72 RH, 0.9232 bar

[ 09:09:26 ]BEB2 :30 [°C], 63.35 RH, 0.9238 bar

[ 09:09:26 ]EEEE :29 [°C], 66.57 RH, 0.9244 bar

[ 09:09:26 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:09:26 ]DAD1 :30 [°C], 63.73 RH, 0.9232 bar

[ 09:09:29 ]CECE :31 [°C], 63.72 RH, 0.9232 bar

[ 09:09:29 ]EEEE :29 [°C], 66.60 RH, 0.9244 bar

[ 09:09:29 ]BEB2 :30 [°C], 63.35 RH, 0.9238 bar

[ 09:09:29 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:09:29 ]CCCC :30 [°C], 60.77 RH, 0.9251 bar

[ 09:09:32 ]CECE :31 [°C], 63.69 RH, 0.9225 bar

[ 09:09:32 ]DAD1 :30 [°C], 63.73 RH, 0.9238 bar

[ 09:09:32 ]CCCC :31 [°C], 60.77 RH, 0.9238 bar

[ 09:09:32 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:09:32 ]EEEE :29 [°C], 66.60 RH, 0.9238 bar

[ 09:09:35 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:09:35 ]BEB2 :30 [°C], 63.33 RH, 0.9232 bar

[ 09:09:35 ]EEEE :29 [°C], 66.60 RH, 0.9238 bar

[ 09:09:35 ]CECE :31 [°C], 63.69 RH, 0.9232 bar

[ 09:09:35 ]CCCC :31 [°C], 60.77 RH, 0.9251 bar

[ 09:09:38 ]BEB2 :30 [°C], 63.30 RH, 0.9232 bar

[ 09:09:38 ]CCCC :30 [°C], 60.74 RH, 0.9257 bar

[ 09:09:38 ]CECE :31 [°C], 63.69 RH, 0.9232 bar

[ 09:09:38 ]EEEE :29 [°C], 66.60 RH, 0.9238 bar

[ 09:09:38 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:09:44 ]CECE :31 [°C], 63.69 RH, 0.9225 bar

[ 09:09:44 ]CCCC :31 [°C], 60.71 RH, 0.9257 bar

[ 09:09:44 ]BEB2 :30 [°C], 63.30 RH, 0.9232 bar

[ 09:09:44 ]DAD1 :30 [°C], 63.73 RH, 0.9238 bar

[ 09:09:44 ]EEEE :29 [°C], 66.60 RH, 0.9238 bar

[ 09:09:47 ]CECE :31 [°C], 63.69 RH, 0.9232 bar

[ 09:09:47 ]EEEE :29 [°C], 66.60 RH, 0.9244 bar

[ 09:09:47 ]CCCC :30 [°C], 60.71 RH, 0.9244 bar

[ 09:09:47 ]DAD1 :30 [°C], 63.73 RH, 0.9232 bar

[ 09:09:47 ]BEB2 :30 [°C], 63.30 RH, 0.9232 bar

[ 09:09:53 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:09:53 ]EEEE :29 [°C], 66.60 RH, 0.9238 bar

[ 09:09:53 ]BEB2 :30 [°C], 63.27 RH, 0.9232 bar

[ 09:09:53 ]CCCC :31 [°C], 60.68 RH, 0.9238 bar

[ 09:09:53 ]CECE :31 [°C], 63.66 RH, 0.9244 bar

[ 09:09:56 ]CECE :31 [°C], 63.66 RH, 0.9225 bar

[ 09:09:56 ]CCCC :31 [°C], 60.68 RH, 0.9238 bar

[ 09:09:56 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:09:56 ]EEEE :29 [°C], 66.57 RH, 0.9238 bar

[ 09:09:56 ]BEB2 :30 [°C], 63.24 RH, 0.9232 bar

[ 09:09:59 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:09:59 ]EEEE :29 [°C], 66.57 RH, 0.9244 bar

[ 09:09:59 ]CECE :31 [°C], 63.69 RH, 0.9232 bar

[ 09:09:59 ]BEB2 :30 [°C], 63.24 RH, 0.9238 bar

[ 09:10:02 ]DAD1 :30 [°C], 63.73 RH, 0.9244 bar

[ 09:10:02 ]CECE :31 [°C], 63.69 RH, 0.9225 bar

[ 09:10:02 ]CCCC :31 [°C], 60.68 RH, 0.9238 bar

[ 09:10:02 ]BEB2 :30 [°C], 63.24 RH, 0.9232 bar

[ 09:10:03 ]EEEE :29 [°C], 66.57 RH, 0.9244 bar

[ 09:10:05 ]CECE :31 [°C], 63.72 RH, 0.9225 bar

[ 09:10:05 ]DAD1 :30 [°C], 63.73 RH, 0.9238 bar

[ 09:10:05 ]EEEE :29 [°C], 66.57 RH, 0.9238 bar

[ 09:10:05 ]CCCC :30 [°C], 60.65 RH, 0.9244 bar

[ 09:10:05 ]BEB2 :30 [°C], 63.24 RH, 0.9232 bar

[ 09:10:08 ]CECE :31 [°C], 63.72 RH, 0.9232 bar

